,genre_ids,id,name,overview,popularity,first_air_date,vote_average,vote_count,language
2,"[16, 35, 18]",24835,Clannad,"Tomoya Okazaki is a third year high school student resentful of his life. His mother passed away from a car accident when he was younger, causing his father to resort to alcohol and cigarettes. This results in fights between the two until Tomoya's shoulder is injured in a fight. Since then, Tomoya has had distant relationships with his father, causing him to become a delinquent over time. While on a walk to school, he meets a strange girl named Nagisa Furukawa who is a year older, but is repeating due to illness. Due to this, she is often alone as most of her friends have moved on. The two begin hanging out and slowly, as time goes by, Tomoya finds his life shifting in a new direction. Anime based on a popular visual novel game.",33.862,2007-10-05,8.5,323,ja
3,"[80, 18]",1438,The Wire,"Told from the points of view of both the Baltimore homicide and narcotics detectives and their targets, the series captures a universe in which the national war on drugs has become a permanent, self-sustaining bureaucracy, and distinctions between good and evil are routinely obliterated.",48.005,2002-06-02,8.5,1517,ja
4,[99],1430,Cosmos: A Personal Voyage,"Carl Sagan covers a wide range of scientific subjects, including the origin of life and a perspective of our place in the universe.",15.707,1980-09-28,8.5,248,en
5,"[16, 10765, 10759, 35]",64710,Noragami,"Hiyori Iki is a normal middle school student until she was involved in a bus accident while trying to protect a stranger. This incident causes her soul to frequently slip out of her body, and she becomes aware of the existence of two parallel worlds. Through her soul, she meets the strange, nameless god without a shrine, Yato. Yato is determined to make a name for himself out there by accepting any wishes for 5 yen, including Hiyori's to fix her body.",43.342,2014-01-05,8.5,463,en
6,"[10759, 16, 35, 10765]",61695,Beyond the Boundary,"The dark fantasy follows a high school sophomore named Akihito Kanbara. Although the boy appears human, he is half Youmu and invulnerable to wounds because he can heal quickly. One day, Akihito meets freshman Mirai Kuriyama when it seems she is about to jump from the school rooftop. Mirai is isolated because of her ability to manipulate blood, which is considered heresy among members of the spirit world. Disturbing events begin to unfold after Akihito saves Mirai.",30.194,2013-10-02,8.5,229,ja
7,"[16, 35, 9648, 10765, 10762]",40075,Gravity Falls,"Twin brother and sister Dipper and Mabel Pines are in for an unexpected adventure when they spend the summer helping their great uncle Stan run a tourist trap in the mysterious town of Gravity Falls, Oregon.",194.393,2012-06-15,8.5,1946,en
8,"[18, 16]",83103,Domestic Girlfriend,"Natsuo is a high school boy who is experiencing the crushing despair of unrequited love. To make matters worse, the person he is in love with is his teacher, Hina. In an attempt to lift his spirits, he attends a mixer where he meets a girl named Rui. The two sleep together, expecting never to see one another again, but fate has other plans. His life suddenly becomes more complicated when his father comes home and announces he has remarried a woman with two daughters whom Natsuo has met before: Hina and Rui!",40.163,2019-01-12,8.5,311,ja
9,"[10759, 16, 18, 9648]",2098,Batman: The Animated Series,"Vowing to avenge the murder of his parents, Bruce Wayne devotes his life to wiping out crime in Gotham City as the masked vigilante ""Batman"".",82.605,1992-09-05,8.5,1138,ja
10,"[18, 35]",99048,Start-Up,Young entrepreneurs aspiring to launch virtual dreams into reality compete for success and love in the cutthroat world of Korea's high-tech industry.,26.636,2020-10-17,8.5,194,ko
11,"[16, 35]",69291,Miss Kobayashi's Dragon Maid,"Kobayashi lives alone in an apartment, until one day, Tohru appeared and they ended up living together. Tooru looks down on humans as inferior and foolish, but having been saved by Kobayashi-san, she does everything she can to repay the debt and help her with various things, although not everything goes according to plan.

A mythical everyday life comedy about a hard working office lady living with a dragon girl.",118.195,2017-01-12,8.5,588,es
12,"[16, 35, 18]",61456,Free!,"The story revolves around Haruka Nanase, a boy who has always loved to be immersed in water, and to swim in it. Before graduating from elementary school, he participated in a swimming tournament along with his fellow swimming club members, Makoto Tachibana, Nagisa Hazuki, and Rin Matsuoka. After achieving victory, each of the boys went their separate ways. Time passed, and in the middle of their uneventful high school lives Rin appears and challenges Haruka to a match, showing Haruka his overwhelming power. Not wanting it to end like this, Haruka, gathers together Makoto and Nagisa once again and brings a new member named Rei Ryugazaki to create the Iwatobi High School Swimming Club in order to defeat Rin.",23.703,2013-07-04,8.5,185,en
13,"[16, 10762, 10759]",95599,Kipo and the Age of Wonderbeasts,"A sheltered girl gets a crash course in survival when a mutant attack sends her to the surface, far from the safety of her underground home.",19.909,2020-01-14,8.5,148,en
14,[35],92468,La Familia del Barrio,,45.439,2004-08-20,8.5,417,en
15,"[35, 18]",1668,Friends,"Friends is an American television sitcom created by David Crane and Marta Kauffman, which aired on NBC from September 22, 1994, to May 6, 2004, lasting ten seasons. With an ensemble cast starring Jennifer Aniston, Courteney Cox, Lisa Kudrow, Matt LeBlanc, Matthew Perry and David Schwimmer, the show revolves around six friends in their 20s and 30s who live in Manhattan, New York City. The series was produced by Bright/Kauffman/Crane Productions, in association with Warner Bros. Television. The original executive producers were Kevin S. Bright, Kauffman, and Crane.",281.116,1994-09-22,8.5,5606,ja
16,"[35, 10766, 18]",12637,Rebelde,Six teenagers with different lives and personalities attend a prominent private school with only one thing in common: their vocation and passion for music.,308.522,2004-10-04,8.5,4667,es
17,"[18, 9648, 80]",87784,Defending Jacob,A family’s lives are irreparably disrupted when the 14-year-old son is accused of murdering a fellow classmate.,49.599,2020-04-24,8.4,1105,en
18,"[35, 10751]",46028,Girl Meets World,"The adventures of relatable and adventurous Riley Matthews, the tween daughter of Cory and Topanga Matthews, and her bold best friend Maya as they traverse the twists and turns of teenage years at Manhattan's John Quincy Adams Middle School where Riley's dad is their History teacher.",46.696,2014-06-27,8.4,588,en
19,[18],44006,Chicago Fire,"An edge-of-your-seat view into the lives of everyday heroes committed to one of America's noblest professions. For the firefighters, rescue squad and paramedics of Chicago Firehouse 51, no occupation is more stressful or dangerous, yet so rewarding and exhilarating. These courageous men and women are among the elite who forge headfirst into danger when everyone else is running the other way and whose actions make the difference between life and death.",293.543,2012-10-10,8.5,1694,en
0,[99],1044,Planet Earth,"David Attenborough celebrates the amazing variety of the natural world in this epic documentary series, filmed over four years across 64 different countries.",21.383,2006-03-05,8.4,783,en
1,"[10762, 16, 35]",79061,Craig of the Creek,"Craig and his friends, Kelsey and JP, venture out into a kid-controlled wilderness in the creek.",205.355,2018-03-30,8.4,171,en
2,"[35, 18]",64320,Oh My Venus,"Kim Young Ho is a personal trainer for Hollywood stars. Even though he comes from a wealthy family background, he suffered a devastating injury during his childhood days. Now, he overcomes his problems with patience and stubbornness. Meanwhile, Kang Joo Eun is 33-years-old lawyer. She has struggled to support her family. Now, she is overweight and challenge her-selves for a diet.",12.693,2015-11-16,8.4,196,en
3,[35],61192,Fated to Love You,"The hard working, kind and timid Kim Mi Young has little in the way of education, beauty or wealth, but all that changes after a fateful night of accidental passion with the spoiled, rich heir of a family company, Lee Gun. Her insignificant existence completely transforms when she finds out she is pregnant and must tie her life to his in a shot-gun wedding. The couple decides to make the best of a bad situation, but just when Lee Gun begins to show his growing affection for Kim Mi Young, his first love re-enters the picture to stake her claim.",19.565,2014-07-02,8.4,177,ko
4,"[9648, 10765, 16, 10751, 35]",61617,Over the Garden Wall,"Two brothers, Wirt and Greg, find themselves lost in the Unknown; a strange forest adrift in time. With the help of a wise old Woodsman and a foul-tempered bluebird named Beatrice, Wirt and Greg must travel across this strange land, in hope of finding their way home. Join them as they encounter surprises and obstacles on their journey through the wood.",42.421,2014-11-03,8.4,923,ko
5,"[10751, 35]",66399,Cebollitas,,6.164,1997-01-01,8.4,127,es
6,"[16, 35, 18]",45501,"Love, Chunibyo & Other Delusions!","As one of the thousands of Japanese students afflicted with ""chunibyo,"" a state where they're so desperate to stand out that they've convinced themselves that they have secret knowledge and hidden powers, Yuta spent most of his middle school years living in a complete fantasy world. He's finally managing to overcome his delusions but his chunibyo have attracted the attentions of another sufferer, and she's decided that this makes him her soul mate.",31.939,2012-10-04,8.4,286,en
